Name,Locked,Org,Status,Type,Water,Compost,Features,Seasonal,Animals,Address,Food Producing,Com_Gard,Dormant,Latitude,Longitude,Address,Ownership,Oth_org,Website,Facebook,Fenced,Descript,Ward,CCA,Contact,Image,City
North Lawndale Youth Farm (Windy City Harvest),Yes,"NeighborSpace, Chicago Botanic Garden",,"Pantry Garden, Urban Farm, Ornamental / Beautification, Demo / Training / Program, Orchard, Urban Agriculture Organization",,Yes,Farm Stand,,,3539 W Ogden Ave,Yes,No,No,41.8546337,-87.7141862,3539 W Ogden Ave,NeighborSpace,,http://www.chicagobotanic.org/greenyouthfarm/northlawndale/,,Yes,"Construction on the North Lawndale Youth Farm began in spring 2005, building on the success of the Lake County site. The program?s most urban site, this Youth Farm is nestled on a quarter-acre lot between the El tracks and Ogden Avenue, the beginning of Route 66. Like the Lake County site, this location also depends highly on the generosity of its partners, NeighborSpace, an urban land trust that owns the land and supplies the water, and Neighborhood Housing Services, the legal landlord, which supplies office and cooler space for program staff and produce. In 2012, the North Lawndale Youth Farm expanded to an additional site down the street at Lawndale Christian Health Center, allowing more growing space to meet the needs of its 20 youth participants and the growing demand for farm fresh produce from the weekly farm stand.",24,NORTH LAWNDALE,,http://www.chicagobotanic.org/images/greenyouthfarm/north_lawndale2.jpg,Chicago
Washington Park Youth Farm (Windy City Harvest),Yes,Chicago Botanic Garden,,"Pantry Garden, Urban Farm, Ornamental / Beautification, Demo / Training / Program, Orchard, Urban Agriculture Organization",Hose connected to private property,Yes,"Compost System, Covered Area, Educational Signage",Hoop house,Bees (hives),555 E 51st St,Yes,No,No,41.8013958,-87.6123864,555 E 51st St,Chicago Park District,Chicago Park District,http://www.chicagobotanic.org/greenyouthfarm/dyett/,,Yes,"In 2009, funds from the American Recovery and Reinvestment Act allowed the Garden to construct its largest urban Youth Farm site. Located on the northeast corner of Chicago Park District property in Washington Park, this three-quarter acre site hosts up to 25 youth from neighborhood high schools during the growing season. The site is unique in that it has a large hoophouse for extending the short growing season. It is also adjacent to a large high school, which allows access to office and cooler space for the produce.",4,WASHINGTON PARK,,http://www.chicagobotanic.org/images/greenyouthfarm/dyett_4.jpg,Chicago
"Windy City Harvest, Arturo Velasquez Institute",Yes,Chicago Botanic Garden,,"Pantry Garden, School Garden, Urban Farm, Habitat / Conservation / Prairie, Demo / Training / Program, Urban Agriculture Organization",On site water source,Yes,,"Cold Tunnel, Greenhouse, Hoop house",Fish,2800 S Western Ave,Yes,No,No,41.8410806,-87.6860628,2800 S Western Ave,City of Chicago,City Colleges of Chicago,https://www.chicagobotanic.org/windycityharvest/,,Yes,"Windy City Harvest?s main operations site is located at Arturo Velasquez Institute, a satellite campus of Daley College. A greenhouse, hoophouse, and outdoor growing beds are complemented by a headhouse with aquaponics system, office space, and instructional classroom.

The Windy City Harvest Apprenticeship program annually enrolls 15 to 20 students in a nine-month classroom and hands-on certificate course in sustainable urban agriculture that is accredited by the Illinois Community College Board for 31 continuing education credits. The certificate includes a 14-week paid internship at Windy City Harvest (WCH) farms or partnering urban-farming operations. The program is offered in collaboration with the City Colleges of Chicago?s Daley College satellite campus, Arturo Velasquez Institute, 2800 S. Western Avenue, on the city?s near west side. It attracts a diverse group of students: career changers, young adults with a history of incarceration, and those with significant barriers to employment. Apprenticeship students, who attend the program from early February through mid-October, are in charge of plant propagation for all WCH urban farm sites, as well as running the farm operations at Arturo Velasquez Institute. Students also work at the Rodeo and Legends Farms throughout the spring and fall semester.",25,LOWER WEST SIDE,,http://www.chicagobotanic.org/sites/default/files/images/urban_ag/avi.jpg,Chicago
Growing Home's Wood St. Urban Farm,Yes,Growing Home,,"Urban Farm, Urban Agriculture Organization, Demo / Training / Program",,No,Farm Stand,Hoop house,,5814 S Wood St,Yes,No,No,41.787897,-87.669475,5814 S Wood St,Private,,www.growinghomeinc.org,,Yes,"We have a vision of a world of healthy people and communities. Everyone deserves to have a good job, and everyone deserves to eat well.

Our mission is to operate, demonstrate and promote the use of organic agriculture as a vehicle for job training, employment and community development.

Growing Home is a not for profit social enterprise that operates two certified organic production farms in West Englewood. We use these farms as the base for our hands-on transitional jobs program for people with barriers to employment. Production Assistants (PA's) work and study with us for up to 14 weeks, getting paid for this experience. During this time we work with PA's to prepare them for jobs all along the food chain throughout the Chicago area. In 2014, 87% of our graduates found full-time employment. 

Growing Home began working in Englewood in 2006, developing the city's first, and still only, certified organic farm on a little more than 1/2 acre of land. We added our Honore St. farm next-door in 2011. We now have 1.5 acres of land that we farm, and are looking for new land nearby.

We have been at the forefront of developing Englewood's urban agriculture district. Today there are four urban farms in Englewood, and many community gardens. We are working with partners to promote additional farms for this community that needs and demands food equity and jobs.",15,WEST ENGLEWOOD,info@growinghomeinc.org,http://www.resilience.org/wp-content/uploads/articles/General/2013/10_Oct/GrowingHome_SS.jpg,Chicago
Your Bountiful Harvest Family Farm,Yes,,,Urban Farm,,No,,,,4471 South Federal,Yes,No,No,41.8143458,-87.62831,4471 South Federal,,Brinshore Michaels,http://yourbountifulharvest.wix.com/yourbountifulharvest,https://www.facebook.com/YourBountifulHarvest,Yes,,3,GRAND BOULEVARD,,,Chicago
Richton Park Community Garden,,,,,,,,,,"4445 Sauk Trail, Richton Park, IL 60471, USA",,,,41.4842363,-87.7241815,"4445 Sauk Trail, Richton Park, IL 60471, USA",,,,,,,,,Pam Vidovic 708-753-8800,,Richton Park
St. Iraneaus Community Garden,,,Collective,"Community Garden, Congregation Garden, Food Donation",,,,,,"78 Cherry St, Park Forest, IL 60466, USA",Yes,Yes,No,41.4801139,-87.6812333,"78 Cherry St, Park Forest, IL 60466, USA",,"Kitchen Gardeners International, Park Forest Environmental Commission",http://kgi.org/st-irenaeus-community-garden,https://www.facebook.com/fpcommunitygarden,,,,,Ellie Berry  eberry@vopf.com (708) 748-1112 ext. 5672,,Park Forest
Aunt Martha's/Peach Street Community Garden,,,Collective,Food Donation,,,,,,"127 Peach St, Park Forest, IL 60466, USA",Yes,Yes,,41.478503,-87.684852,"127 Peach St, Park Forest, IL 60466, USA",,,,,,"Started in 2013. This garden was planted by Aunt Marthaƒ??s, a social service organization. The garden has been a part of 
their youth development program.",,,,,Park Forest
Lester Street Community Garden,,,Collective,"Food Donation, Community Farm, Community Garden",,,,,,"175 Indianwood Blvd, Park Forest, IL 60466, USA",Yes,Yes,No,41.4806722,-87.6804539,"175 Indianwood Blvd, Park Forest, IL 60466, USA",,,,https://www.facebook.com/fpcommunitygarden/info?tab=page_info,,"Started in 2011. Currently covering 4 acres, this garden was created through a partnership between the St. Irenaeus Catholic Church and the South Suburban Food Co-op. Fresh produce from the garden is donated to the St. Irenaeus / Catholic Charities Food Pantry. A portion of the produce is also sold at the Park Forest Farmersƒ?? Market and at the South Suburban Food Co-op.",,,Ellie Berry eberry@vopf.com (708) 748-1112 ext. 5672,,Park Forest
Homan Street Community Garden,,,Collective,,,,,,,"511 Homan Ave, Park Forest, IL 60466, USA",Yes,Yes,No,41.5044899,-87.695977,"511 Homan Ave, Park Forest, IL 60466, USA",,,,https://www.facebook.com/fpcommunitygarden/info?tab=page_info,,Started in 2014. This Community  is maintained by a Girl Scout Troop.,,,Ellie Berry eberry@vopf.com (708) 748-1112 ext. 5672,,Park Forest
Fire Station Community Garden,,,,,,,,,,"156 Indianwood Blvd, Park Forest, IL 60466, USA",,,,41.4815748,-87.6774254,"156 Indianwood Blvd, Park Forest, IL 60466, USA",,,,,,,,,,,Park Forest
Rolling Meadows Community Garden,,,,Community Garden,,,,,,"3004 Kirchoff Rd, Rolling Meadows, IL 60008, USA",Yes,Yes,No,42.0778185,-88.0170328,"3004 Kirchoff Rd, Rolling Meadows, IL 60008, USA",,,http://www.rmcommunitygarden.com/,,,"Each plot is a 4ft x 8ft box that can be planted with any vegetable, fruit, herb or flower the owner decides to set in it. Plastic buckets are available for members to take home and throw their compost in to create rich soil for next year (contact Rob Banger @jrbanger@att.net if interested in getting one). The buckets can then be brought back and dumped into the compost bins at the garden. There is a padlocked faucet that members receive keys to that they can pump water out of and use to water their plants. Tools, watering cans, seeds, decoration, and other necessities are up to the owners to provide.
 
        Owners are allowed to build on their box planter in the form of trellises and cages (up, not outside of the box). The cost of owning a box planter is a yearly fee of $35 ($10 is a deposit for the water key) . This fee covers the general costs of the garden.",,,Alderman Rob Banger jrbanger@att.net,,Rolling Meadows
Roselle United Methodist Giving Garden,,,,,,,,,,"206 Rush St, Roselle, IL 60172, USA",,Yes,Yes,41.979436,-88.0747729,"206 Rush St, Roselle, IL 60172, USA",,,http://www.roselleumc.org/giving-garden,,,"Since 2011, Roselle UMC Giving Garden provides an opportunity to serve our local community by providing fresh vegetables to Schaumburg Township and Bloomingdale Township food pantries.  The produce also is served at DuPage PADS (Public Action to Deliver Shelter) homeless shelter and is given to people who come to our church seeking assistance.
 
We begin each season with two events to initially plant the gardens.  In April, to celebrate Earth Day, we plant the cool season vegetables with our Kids Club (kindergarten to 5th graders).  In May, to celebrate Change the World Day, we plant the warm season vegetables.  During these events we build new beds (if needed), add compost, set up rain barrels, and plant.",,,Leanne McRill 630-213-2249 lmcrill@comcast.net,,
Rosemont Park Dist. Recreation Center Community Garden,,,Unclear,Community Garden,,,,,,"7128 Barry St, Rosemont, IL 60018, USA",Yes,Yes,No,42.007932,-87.8918674,"7128 Barry St, Rosemont, IL 60018, USA",,,http://www.rosemont.com/garden-harvest/,,,,,,847-298-1965 or 847-825-4404,,Rosemont
Sauk Village Community Garden,,,,Community Garden,,,,,,"21737 Jeffrey Ave, Sauk Village, IL 60411, USA",Yes,Yes,,41.4925947,-87.5737581,"21737 Jeffrey Ave, Sauk Village, IL 60411, USA",,"Sauk Village Beautification Committee, Sauk Village Library, The Farm Bureau",,,,,,,Marva Campbell-Pruitt  SVBEAUTIFICATION@yahoo.com,,Sauk Village
Schaumburg Park District's Community Garden,,,Allotment,Community Garden,On site water source,,,,,"Old Schaumburg Rd, Schaumburg, IL, USA",Yes,Yes,No,42.0250863,-88.0382262,"Old Schaumburg Rd, Schaumburg, IL, USA",,Schaumburg Park District,http://www.parkfun.com/parks/garden-plots,,,"100 garden plots measuring 18'x18'.
Renters are assigned plot numbers. Each plot is staked and a numbered flag is placed in mid-plot.  Rates - Resident $25, non-resident $40 (each plot). Rental is limited to two plots. Two plots together is not guaranteed. Rental dates are mid-April through October. As soon as weather permits, aproximately mid-April, all plots will be roto-tilled and staked out. Perennial plants are not suggested as the Parks Department roto-tills each spring/fall. The renter may rototill his/her assigned plot again if he or she wishes. When plots are ready for planting, confirmation of assigned plot number will be mailed.  Water is available. There are four water pumps; two in each area. No hoses are allowed. Please bring your own container. Pumps are on a timer which is on during park hours. Water is turned on approximately May 1.",,,Parks Department at 847/985-2115 or email parkrentals@parkfun.com.,,Schaumburg
Bellwood Community Garden,,,Collective,,,,,,,"620 23rd Ave, Bellwood, IL 60104, USA",Yes,Yes,No,41.881271,-87.861483,"620 23rd Ave, Bellwood, IL 60104, USA",Private,,,,,,,,Tom Klymuik tom@eviltoadstudios.com  331-425-4604,,Bellwood
Des Plaines Community Garden,,,,,,,,,,"735 S Westgate Rd, Des Plaines, IL 60016, USA",Yes,Yes,,42.0391366,-87.9178048,"735 S Westgate Rd, Des Plaines, IL 60016, USA",,,http://www.dpparks.org/ProgramsandEvents/GardenPlots.aspx,,,"For over thirty years, Garden Plots have been provided and maintained by the Park District through our partnership with Commonwealth Edison.  The 20ƒ?? x 20ƒ?? garden plots are located east of Westgate Road adjacent to Terrace School between Thacker and Miller Streets. Plots will be plowed and made ready for planting as of May 1, weather permitting. In compliance with the Des Plaines Park District policy, animals (except seeing-eye dogs and service dogs) are prohibited in garden plot areas. All animals (including seeing-eye dogs and service dogs) in the pubic area are required by law to be leashed and cleaned up after.
No motorized vehicles are allowed on the bike path adjacent to the garden plots.  In order to provide Garden Plots for as many people as possible, there is a strict two plot maximum per household.",,,Karyn Roth 847-391-5700 karyn.roth@dpparks.org,,Des Plaines
St. Mark's Community Garden,,,,"Congregation Garden, Community Garden",,,,,,"11007 S 76th Ave, Worth, IL 60482, USA",Yes,Yes,No,41.6919928,-87.8071274,"11007 S 76th Ave, Worth, IL 60482, USA",,,http://www.stmarkworth.org/id70.html,,,"The St. Mark Community Garden was begun to help the area's hungry. Since its inception five years ago, 80% of all produce has been donated to local food pantries. 2011 brings the next phase of our garden, individual raised beds for community use. Our project will begin with 10 raised beds. Participation by local residents wishing to improve their health and well being are welcome. Youth groups are also encouraged to participate. It is our feeling that people thrive when they slow down long enough to enjoy the simple pleasures that God has provided. Growing, harvesting and enjoying fresh vegetables is another way to connect with our creator.  5X10 raised beds",,,Kristie Oblak 708-448-6555 moblak@comcast.net,,Worth
Centennial Park Community Garden,,,Allotment,Community Garden,,,,,,"2300 Old Glenview Rd, Wilmette, IL 60091, USA",,Yes,,42.0697905,-87.733561,"2300 Old Glenview Rd, Wilmette, IL 60091, USA",,,http://www.wilmettepark.org/parks-facilities/community-gardens,,,"All plots are 10 feet by 20 feet. They are available to Wilmette residents and non-residents. Contracts run March 1 to December 31. There is a fee per plot. The fee for a Wilmette resident is $34. The non-resident fee is $56.

Returning gardeners have first priority to renew their contracts, so each year a limited number of plots are available. If plots are not available, a gardener can be put on the waitlist. The waitlist is handled chronologically. Gardeners will be contacted by phone if an opening becomes available.",,,Darlene at 847-256-9638 or at dpracht@wilpark.org,,Wilmette
West Park Community Garden,,,,Community Garden,,,,,,"3555 Lake Ave, Wilmette, IL 60091, USA",Yes,Yes,,42.0795599,-87.7637346,"3555 Lake Ave, Wilmette, IL 60091, USA",,Wilmette Park District,http://www.wilmettepark.org/parks-facilities/community-gardens,,,"All plots are 10 feet by 20 feet. They are available to Wilmette residents and non-residents. Contracts run March 1 to December 31. There is a fee per plot. The fee for a Wilmette resident is $34. The non-resident fee is $56.

Returning gardeners have first priority to renew their contracts, so each year a limited number of plots are available. If plots are not available, a gardener can be put on the waitlist. The waitlist is handled chronologically. Gardeners will be contacted by phone if an opening becomes available.",,,Darlene 847-256-9638 dpracht@wilpark.org,,Wilmette
